street,city,size,price,first_seen,site,type,open
Hagestraat,haarlem,50.0,1200.00,2018-12-30 21:39:29.422686+00:00,jaap,Appartement,False
Surinameweg,haarlem,93.0,1130.00,2018-12-30 21:42:10.934124+00:00,jaap,Appartement,False
Surinameweg,haarlem,,940.00,2019-01-30 17:02:38.249302+00:00,huurwoningen,Huis (Eengezinswoning),False
Frederik van Eedenlaan,hilversum,55.0,1025.00,2019-02-06 16:14:18.538764+00:00,jaap,Appartement,True
Pieterstraat,haarlem,55.0,1250.00,2018-12-30 21:41:40.763889+00:00,jaap,Appartement,True
Zandvoorter Allee 92,haarlem,60.0,1000.00,2018-12-30 21:41:55.340552+00:00,jaap,Appartement,True
Melissekade 48,utrecht,105.0,935.00,2018-12-30 17:38:05.430626+00:00,jaap,Appartement,False
Duvenvoordestraat,haarlem,55.0,1150.00,2018-12-30 21:42:39.434608+00:00,jaap,Appartement,False
Maerten van Heemskerckstraat 52 Rd,haarlem,20.0,850.00,2019-02-07 16:08:56.719629+00:00,jaap,,True
Twijnderslaan,haarlem,45.0,1020.00,2019-02-22 16:00:59.274430+00:00,huurwoningen,Appartement (Galerijflat),True
Melissekade 24,utrecht,110.0,965.00,2018-12-30 17:38:17.199451+00:00,jaap,Appartement,True
Operettelaan 169,utrecht,103.0,1015.00,2018-12-30 21:43:27.052452+00:00,jaap,Appartement,True
Korte Wijngaardstraat,haarlem,40.0,1150.00,2019-02-12 23:05:02.342253+00:00,parius,"Prijs inclusief: Gas, Water, Electra",True
Rustenburgerlaan 79 A,haarlem,60.0,1250.00,2018-12-30 21:42:50.600304+00:00,jaap,,True
Melissekade 64,utrecht,105.0,935.00,2018-12-30 17:37:54.282985+00:00,jaap,Appartement,True
Wapendragervlinder 33,utrecht,138.0,1180.00,2018-12-30 21:43:55.324727+00:00,jaap,Eengezinswoning,False
Operettelaan 35,utrecht,120.0,1055.00,2018-12-30 21:43:13.780770+00:00,jaap,Appartement,False
Zandhofsestraat,utrecht,65.0,1250.00,2019-02-12 23:18:07.299292+00:00,parius,Balkon,True
Livingstonelaan,utrecht,79.0,1095.00,2018-12-30 21:44:56.770505+00:00,jaap,Appartement,False
Operettelaan 97,utrecht,135.0,1055.00,2018-12-30 21:45:07.946577+00:00,jaap,Appartement,False
Maerten van Heemskerckstraat,haarlem,45.0,950.00,2019-01-24 19:12:42.040449+00:00,jaap,Studio,False
Reykjavikstraat,utrecht,36.0,596.00,2018-12-30 17:40:13.001265+00:00,jaap,Appartement,False
Reykjavikstraat,utrecht,19.0,596.00,2018-12-30 17:40:18.168721+00:00,jaap,Benedenwoning + bovenwoning,False
Doelstraat,haarlem,55.0,1250.00,2018-12-30 21:39:10.122847+00:00,jaap,Bovenwoning,False
Parkzichtlaan 244,utrecht,107.0,1115.00,2018-12-30 21:45:14.106211+00:00,jaap,Boerderij,True
Javastraat 33,utrecht,50.0,1025.00,2018-12-30 21:44:41.605974+00:00,jaap,Benedenwoning,False
John Coltranestraat 136,utrecht,93.0,930.00,2018-12-30 17:39:24.132368+00:00,jaap,Appartement,True
Theemsdreef 400,utrecht,100.0,1195.00,2018-12-30 21:46:41.942787+00:00,jaap,Appartement,False
Van Eysingalaan 40,utrecht,70.0,1150.00,2018-12-30 21:46:49.151931+00:00,jaap,Appartement,False
Vasco Da Gamalaan 149,utrecht,65.0,1150.00,2018-12-30 21:46:55.312556+00:00,jaap,Appartement,False
Catharijnesingel 99,utrecht,55.0,1250.00,2019-02-06 16:12:09.844395+00:00,jaap,,True
Van Brakellaan,hilversum,65.0,1250.00,2019-02-06 16:14:07.336796+00:00,jaap,Appartement,True
Vosmaerstraat 13,utrecht,50.0,1250.00,2018-12-30 21:46:12.254137+00:00,jaap,Bovenwoning,False
Nachtvlinderplantsoen 29,utrecht,103.0,1020.00,2018-12-30 21:46:26.597315+00:00,jaap,Eengezinswoning,True
Houtrakgracht 354,utrecht,105.0,965.00,2018-12-30 17:41:19.624866+00:00,jaap,Benedenwoning,True
Pieter Nieuwlandstraat 86,utrecht,20.0,795.00,2019-02-06 16:12:27.250513+00:00,jaap,Appartement,True
Diamantweg,utrecht,90.0,1095.00,2018-12-30 22:11:03.038036+00:00,jaap,Appartement,True
Europaplein,utrecht,49.0,1075.00,2019-02-07 16:09:51.390777+00:00,jaap,Appartement,True
Frederik Hendrikstraat 6,utrecht,52.0,1250.00,2018-12-30 21:47:11.925181+00:00,jaap,,False
Croeselaan 178,utrecht,90.0,1250.00,2018-12-30 21:47:32.254725+00:00,jaap,Benedenwoning + bovenwoning,False
Seringstraat 77,utrecht,100.0,1150.00,2018-12-30 21:47:47.625361+00:00,jaap,Eengezinswoning,False
Egelantierstraat,utrecht,50.0,1095.00,2018-12-30 22:11:18.199389+00:00,jaap,Benedenwoning,True
Laan van Nieuw-Guinea,utrecht,16.0,500.00,2019-02-22 00:38:32.281048+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten, Internet",True
Nachtegaalstraat 6,utrecht,85.0,1200.00,2019-02-24 16:05:13.169768+00:00,jaap,Appartement,True
Wibautstraat 65,utrecht,30.0,950.00,2018-12-30 17:43:02.580145+00:00,jaap,Benedenwoning,True
Adriaan Mulderstraat 3-3,utrecht,18.0,500.00,2018-12-30 17:43:31.299389+00:00,jaap,Bovenwoning,False
Amsterdamsestraatweg 576 A,utrecht,70.0,1150.00,2018-12-30 21:48:04.202366+00:00,jaap,Benedenwoning,False
Pieter Nieuwlandstraat 115 A,utrecht,58.0,1095.00,2018-12-30 21:49:30.547855+00:00,jaap,Bovenwoning,False
Van Diemenstraat 30,utrecht,55.0,1200.00,2018-12-30 21:48:25.523730+00:00,jaap,Benedenwoning,False
Steenweg 44 C,utrecht,82.0,1195.00,2018-12-30 21:48:35.799730+00:00,jaap,Herenhuis,False
Musicallaan 405,utrecht,109.0,1000.00,2018-12-30 21:49:09.233270+00:00,jaap,Appartement,False
Von Kleistlaan 5,utrecht,65.0,1250.00,2018-12-30 21:49:19.400900+00:00,jaap,Benedenwoning,False
Weerdsingel,utrecht,50.0,1150.00,2019-02-07 16:10:15.476078+00:00,jaap,Appartement,False
Europaplein,utrecht,50.0,1077.00,2018-12-30 21:50:00.016304+00:00,jaap,Appartement,False
Schapenkamp,hilversum,25.0,625.00,2019-02-17 16:12:26.541788+00:00,huurstunt,Studio,True
Louis Armstronglaan 354,utrecht,102.0,1070.00,2018-12-30 21:49:38.707661+00:00,jaap,Appartement,False
Parkstraat,haarlem,42.0,1250.00,2019-02-22 16:01:04.763543+00:00,huurwoningen,Appartement (Galerijflat),True
Oudwijkerlaan,utrecht,40.0,1250.00,2018-12-30 21:50:38.685502+00:00,jaap,Studio,False
Billitonkade,utrecht,45.0,985.00,2019-02-07 16:10:32.245808+00:00,jaap,Appartement,False
Lange Herenvest,haarlem,48.0,1250.00,2019-01-30 17:02:58.353977+00:00,huurwoningen,Appartement (Maisonette),False
Ina Boudier-bakkerlaan,utrecht,32.0,950.00,2018-12-30 17:46:34.895858+00:00,jaap,Bovenwoning,False
Balderikstraat,utrecht,85.0,1195.00,2018-12-30 21:50:24.530017+00:00,jaap,Appartement,True
Azielaan 0 Ong,utrecht,102.0,810.00,2018-12-30 17:46:49.322735+00:00,jaap,Bovenwoning,False
Van Eysingalaan 0 Ong,utrecht,72.0,960.00,2018-12-30 17:47:19.803074+00:00,jaap,Bovenwoning,False
Mayadreef 0 Ong,utrecht,75.0,890.00,2018-12-30 17:47:31.011270+00:00,jaap,Bovenwoning,False
Europaplein,utrecht,50.0,1077.00,2018-12-30 21:50:17.383018+00:00,jaap,Appartement,False
Berlagestraat 30,utrecht,34.0,950.00,2018-12-30 17:46:22.707727+00:00,jaap,Appartement,False
Burg Norbruislaan 0 Ong,utrecht,68.0,900.00,2018-12-30 17:46:54.458274+00:00,jaap,Bovenwoning,False
Nieuwegracht,utrecht,28.0,795.00,2019-02-04 16:02:13.524128+00:00,huurwoningen,Appartement (Portiekflat),False
Amsterdamstraat,haarlem,40.0,1150.00,2019-02-03 16:01:21.245537+00:00,huurwoningen,Appartement (Galerijflat),True
Torreslaan,utrecht,55.0,1100.00,2018-12-30 21:51:20.460635+00:00,jaap,Appartement,False
Azielaan,utrecht,110.0,1250.00,2018-12-30 21:51:02.122970+00:00,jaap,Bovenwoning,False
Eisenhowerlaan 0 Ong,utrecht,77.0,760.00,2018-12-30 17:48:33.320924+00:00,jaap,Bovenwoning,False
Kruisstraat,utrecht,31.0,975.00,2018-12-30 17:48:51.609927+00:00,jaap,Bovenwoning,False
Julianaweg,utrecht,45.0,810.00,2018-12-30 17:49:46.977330+00:00,jaap,Appartement,False
Monnetlaan,utrecht,40.0,1000.00,2018-12-30 21:51:09.301316+00:00,jaap,Appartement,False
Androsdreef 0 Ong,utrecht,94.0,1075.00,2018-12-30 21:52:20.186432+00:00,jaap,Bovenwoning,False
Fivelingo 0 Ong,utrecht,79.0,1060.00,2018-12-30 21:52:55.870061+00:00,jaap,Bovenwoning,False
Livingstonelaan 0 Ong,utrecht,4.0,900.00,2018-12-30 17:48:05.706061+00:00,jaap,Bovenwoning,False
Vechtplantsoen 0 Ong,utrecht,71.0,970.00,2018-12-30 17:48:41.465540+00:00,jaap,Bovenwoning,False
Prins Bernhardplein 0 Ong,utrecht,70.0,885.00,2018-12-30 17:50:01.147771+00:00,jaap,Bovenwoning,False
Gansstraat,utrecht,95.0,1250.00,2018-12-30 21:54:54.790100+00:00,jaap,Bovenwoning,False
Filipijnen,utrecht,96.0,1250.00,2018-12-30 21:55:23.287186+00:00,jaap,Woning,False
Van Hoornekade 0 Ong,utrecht,88.0,1175.00,2018-12-30 21:55:35.981447+00:00,jaap,Bovenwoning,False
Appartement Te Huur: Predikherenkerkhof In Utrecht,utrecht,0.0,1077.00,2018-12-30 21:56:15.373461+00:00,jaap,,True
Valetonlaan 33,utrecht,76.0,1095.00,2018-12-30 21:54:20.089883+00:00,jaap,Appartement,False
Kruisstraat,utrecht,40.0,1200.00,2018-12-30 21:53:31.325114+00:00,jaap,Bovenwoning,False
Bellevuelaan,haarlem,58.0,1225.00,2019-01-30 17:06:44.361519+00:00,huurwoningen,Appartement,False
Spijkerboorweg,haarlem,95.0,1018.00,2019-01-18 19:15:34.090889+00:00,jaap,,True
Muntkade 9 Bis,utrecht,28.0,950.00,2018-12-30 17:51:13.409011+00:00,jaap,Bovenwoning,False
Jutfaseweg 42,utrecht,50.0,975.00,2018-12-30 17:51:50.612764+00:00,jaap,Benedenwoning,False
Snuitvlinder 6,utrecht,110.0,1070.00,2018-12-30 21:53:38.484555+00:00,jaap,Eengezinswoning,False
Wageningseberg,utrecht,84.0,1250.00,2018-12-30 21:54:30.358017+00:00,jaap,Appartement,False
Sint -eustatiusdreef 0 Ong,utrecht,78.0,990.00,2018-12-30 17:50:24.624837+00:00,jaap,Bovenwoning,False
Tafelbergdreef 28,utrecht,85.0,950.00,2018-12-30 17:50:36.818069+00:00,jaap,Appartement,False
"Goudestein, Goudesteinlaan 42",utrecht,69.0,995.00,2018-12-30 17:52:17.103971+00:00,jaap,Appartement,False
"Goudestein, Goudesteinlaan 44",utrecht,76.0,1120.00,2018-12-30 21:58:15.091021+00:00,jaap,Appartement,False
"Goudestein, Goudesteinlaan 50",utrecht,72.0,1065.00,2018-12-30 21:57:51.323859+00:00,jaap,Appartement,False
Oude Torenstraat,hilversum,60.0,1175.00,2019-02-13 16:08:16.312145+00:00,jaap,Bovenwoning,True
"Goudestein, Goudesteinlaan 34",utrecht,76.0,1165.00,2018-12-30 21:57:02.197954+00:00,jaap,Appartement,False
"Goudestein, Goudesteinlaan 40",utrecht,72.0,1065.00,2018-12-30 21:57:09.370507+00:00,jaap,Appartement,False
"Goudestein, Goudesteinlaan 74",utrecht,72.0,1130.00,2018-12-30 21:57:17.550286+00:00,jaap,Appartement,False
Willemstraat 36,utrecht,55.0,1150.00,2018-12-30 21:57:45.030865+00:00,jaap,Benedenwoning,False
Theo van Doesburgstraat 26,utrecht,102.0,1034.00,2018-12-30 22:00:06.308462+00:00,jaap,Tussenwoning,False
Van Limburg Stirumstraat,utrecht,50.0,1150.00,2019-02-22 16:02:00.981225+00:00,huurwoningen,Appartement (Portiekflat),True
"Goudestein, Burgemeester Norbruispad 17",utrecht,83.0,1075.00,2018-12-30 21:58:43.554102+00:00,jaap,Eengezinswoning,False
"Goudestein, Goudesteinlaan 76",utrecht,69.0,1090.00,2018-12-30 21:58:56.149064+00:00,jaap,Appartement,False
Kruisweg,utrecht,75.0,1230.00,2018-12-30 21:59:18.429586+00:00,jaap,Appartement,True
Appartement Te Huur: Reykjavikstraat In Utrecht € ,utrecht,0.0,695.00,2018-12-30 17:54:57.866734+00:00,jaap,,True
Biltstraat 467,utrecht,70.0,1175.00,2018-12-30 21:59:28.592978+00:00,jaap,Benedenwoning,False
Musicallaan 411,utrecht,109.0,1000.00,2018-12-30 21:59:59.139697+00:00,jaap,Appartement,False
Van Hoornekade,utrecht,40.0,995.00,2019-01-30 17:07:48.747000+00:00,huurwoningen,Appartement (Portiekflat),False
Dadelstraat,utrecht,35.0,800.00,2018-12-30 17:53:54.689826+00:00,jaap,Bovenwoning,False
Croesestraat,utrecht,40.0,745.00,2018-12-30 17:54:51.789281+00:00,jaap,Appartement,False
Sint -jacobsstraat,utrecht,80.0,1195.00,2018-12-30 22:01:26.661834+00:00,jaap,Appartement,True
Willem Barentszstraat,utrecht,71.0,1200.00,2018-12-30 22:01:10.348852+00:00,jaap,Benedenwoning,False
Van Eysingalaan,utrecht,70.0,1040.00,2018-12-30 22:01:43.004501+00:00,jaap,Appartement,True
Koppestokstraat,utrecht,60.0,1000.00,2018-12-30 22:01:36.849102+00:00,jaap,,True
Van Riebeeckstraat,utrecht,35.0,1000.00,2018-12-30 22:02:02.396132+00:00,jaap,,True
Van Eysingalaan,utrecht,70.0,1150.00,2019-02-04 16:02:25.243472+00:00,huurwoningen,Appartement (Portiekflat),True
Brigittenstraat,utrecht,23.0,875.00,2019-02-04 16:02:46.431910+00:00,huurwoningen,Appartement (Studio),False
Sweder van Zuylenweg,utrecht,35.0,995.00,2018-12-30 17:57:01.049598+00:00,jaap,Bovenwoning,True
Kromme Nieuwegracht,utrecht,33.0,875.00,2018-12-30 17:56:44.728280+00:00,jaap,Studio,True
Struyckenlaan,utrecht,75.0,1080.00,2018-12-30 22:01:57.172832+00:00,jaap,Appartement,False
Rhodosdreef,utrecht,81.0,750.00,2019-02-04 16:02:32.072530+00:00,huurwoningen,Appartement (Portiekflat),False
Lombokstraat,utrecht,36.0,1150.00,2019-02-04 16:02:51.902940+00:00,huurwoningen,Appartement (Portiekflat),False
Amsterdamsestraatweg,utrecht,30.0,595.00,2018-12-30 17:58:42.950576+00:00,jaap,,False
Beneluxlaan,utrecht,50.0,1250.00,2018-12-30 22:03:00.734428+00:00,jaap,Bovenwoning,True
Lucasbolwerk,utrecht,60.0,1050.00,2018-12-30 22:02:17.105052+00:00,jaap,Appartement,True
Othellodreef,utrecht,50.0,1050.00,2018-12-30 22:02:09.596594+00:00,jaap,Appartement,True
J P Coenstraat,utrecht,55.0,995.00,2018-12-30 17:57:25.762887+00:00,jaap,Appartement,True
Gansstraat,utrecht,70.0,1095.00,2018-12-30 22:02:38.420723+00:00,jaap,Appartement,True
Pieter Nieuwlandstraat,utrecht,20.0,525.00,2019-02-04 16:03:07.396301+00:00,huurwoningen,Appartement (Portiekflat),False
Jutfaseweg,utrecht,25.0,610.00,2018-12-30 17:58:27.790796+00:00,jaap,,False
Queridostraat,utrecht,23.0,750.00,2018-12-30 17:58:17.647870+00:00,jaap,Studio,False
Hoendiepstraat,utrecht,35.0,720.00,2018-12-30 17:57:46.149127+00:00,jaap,Appartement,False
Prof Kohnstammstraat,utrecht,35.0,850.00,2018-12-30 17:59:48.087570+00:00,jaap,Appartement,True
Kanaalweg 95,utrecht,39.0,950.00,2018-12-30 17:59:19.518748+00:00,jaap,Appartement,False
Lauwerecht,utrecht,55.0,870.00,2018-12-30 18:00:06.403889+00:00,jaap,Appartement,False
Huis Te Zuylenlaan,utrecht,90.0,945.00,2018-12-30 18:00:24.793645+00:00,jaap,Appartement,True
Moezeldreef,utrecht,60.0,1200.00,2019-02-12 23:19:50.731114+00:00,parius,Apart toilet,True
Oleanderstraat,utrecht,30.0,751.00,2018-12-30 18:00:36.943747+00:00,jaap,Appartement,False
Vossegatselaan,utrecht,30.0,875.00,2018-12-30 18:00:48.220907+00:00,jaap,Appartement,True
Rotsoord 15,utrecht,33.0,830.00,2018-12-30 17:59:58.241569+00:00,jaap,Appartement,False
Marshalllaan,utrecht,75.0,870.00,2018-12-30 17:59:41.954026+00:00,jaap,Appartement,False
Amsterdamsestraatweg,utrecht,0.0,675.00,2018-12-30 18:02:28.612447+00:00,jaap,,False
Veldbloemlaan,utrecht,123.0,1000.00,2018-12-30 22:07:21.394924+00:00,jaap,Eengezinswoning,True
Beurszwam,utrecht,115.0,1025.00,2018-12-30 22:07:11.229655+00:00,jaap,Eengezinswoning,True
Deliuslaan,utrecht,63.0,1250.00,2019-02-22 16:02:16.462453+00:00,huurwoningen,Appartement (Portiekflat),True
Jansveld,utrecht,20.0,725.00,2018-12-30 18:03:01.414517+00:00,jaap,Studio,True
Vleutenseweg,utrecht,28.0,675.00,2018-12-30 18:02:07.033906+00:00,jaap,Studio,False
Nicolaasstraat,utrecht,0.0,925.00,2018-12-30 18:02:48.943345+00:00,jaap,,True
Aquamarijnlaan 110,utrecht,87.0,1200.00,2018-12-30 22:04:49.609560+00:00,jaap,Appartement,True
Turkooislaan 2,utrecht,79.0,1100.00,2018-12-30 22:05:04.761877+00:00,jaap,Appartement,False
Trompetbloemlaan,utrecht,108.0,1000.00,2018-12-30 22:06:59.987269+00:00,jaap,Eengezinswoning,True
Biltstraat,utrecht,45.0,1035.00,2018-12-30 22:04:43.471200+00:00,jaap,Appartement,True
Koningsweg,utrecht,0.0,1164.00,2018-12-30 22:06:44.611219+00:00,jaap,,False
Gansstraat,utrecht,21.0,750.00,2018-12-30 18:02:40.772649+00:00,jaap,Studio,False
Van Leeuwenhoeckstraat,utrecht,45.0,810.00,2018-12-30 18:03:50.343020+00:00,jaap,Appartement,False
C van Maasdijkstraat,utrecht,50.0,775.00,2018-12-30 18:04:15.095611+00:00,jaap,Appartement,False
Abel Tasmanstraat,utrecht,20.0,550.00,2019-02-04 16:03:40.760348+00:00,huurwoningen,Kamer (Kamer),False
Tulpstraat,hilversum,65.0,825.00,2019-02-05 23:43:37.155812+00:00,parius,Tuin,True
Daalseweg,utrecht,60.0,950.00,2018-12-30 18:05:01.639640+00:00,jaap,Appartement,True
Groenhoven,amsterdam,90.0,1150.00,2019-02-07 16:13:00.049345+00:00,huurstunt,Appartement,False
Parkeerplaats Te Huur: Havikstraat In Utrecht € 95,utrecht,0.0,1077.00,2018-12-30 22:07:38.660649+00:00,jaap,,True
Geraniumstraat,utrecht,50.0,995.00,2018-12-30 18:04:53.456504+00:00,jaap,Appartement,True
Hooft Graaflandstraat 2,utrecht,39.0,950.00,2018-12-30 18:04:35.646750+00:00,jaap,Appartement,False
Croeselaan,utrecht,0.0,1125.00,2018-12-30 22:09:04.342250+00:00,jaap,,True
Swammerdamstraat,utrecht,50.0,995.00,2018-12-30 18:05:42.552024+00:00,jaap,Benedenwoning,True
Tweede Helmersstraat,amsterdam,30.0,1250.00,2018-12-31 21:00:41.824212+00:00,huurwoningen,Appartement (Studio),False
Weerdsingel,utrecht,50.0,1150.00,2019-02-07 16:14:13.133161+00:00,huurstunt,Appartement,False
Melissekade,utrecht,120.0,1020.00,2019-01-04 20:59:32.360974+00:00,parius,Apart toilet,True
Hijmans Van Den Berghlaan,utrecht,53.0,1125.00,2019-02-07 16:14:03.960955+00:00,huurstunt,Appartement,True
Grietstraat,utrecht,50.0,1125.00,2018-12-30 22:08:59.190149+00:00,jaap,Appartement,True
Croeselaan,utrecht,55.0,1110.00,2018-12-30 22:10:31.971897+00:00,jaap,Appartement,True
Frieslandstraat,amsterdam,39.0,600.00,2018-12-31 21:00:14.079359+00:00,huurwoningen,Bedrijfsruimte,True
Oosterstraat,hilversum,45.0,725.00,2019-02-06 16:27:25.027816+00:00,huurstunt,Appartement,False
Bankastraat 0 Ong,amsterdam,30.0,700.00,2018-12-30 17:26:29.118674+00:00,jaap,Bovenwoning,False
Rhônedreef,utrecht,50.0,1170.00,2018-12-30 22:10:10.498906+00:00,jaap,Appartement,True
Herfsttuinlaan,utrecht,127.0,1140.00,2018-12-30 22:09:30.802557+00:00,jaap,Geschakelde woning,True
Surinameweg,haarlem,,905.00,2018-12-31 21:04:18.982306+00:00,huurwoningen,Huis (Eengezinswoning),False
Livingstonelaan,utrecht,45.0,995.00,2018-12-31 21:05:50.278942+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,940.00,2018-12-31 21:04:30.402248+00:00,huurwoningen,Huis (Eengezinswoning),False
Kleine Houtstraat,haarlem,27.0,965.00,2018-12-31 21:04:04.589112+00:00,huurwoningen,Appartement (Studio),False
Olympiaweg 0 Ong,amsterdam,54.0,1250.00,2018-12-31 21:24:55.216268+00:00,jaap,Bovenwoning,False
Borssenburgplein 0 Ong,amsterdam,55.0,1195.00,2018-12-31 21:24:28.767315+00:00,jaap,Appartement,False
Ilperveldstraat 0 Ong,amsterdam,80.0,1050.00,2018-12-31 21:24:16.507807+00:00,jaap,Appartement,False
Molukkenstraat 9,amsterdam,80.0,1230.00,2018-12-31 21:24:01.351910+00:00,jaap,Appartement,False
Grote Ruwenberg 0 Ong,amsterdam,65.0,1050.00,2018-12-31 21:23:56.222262+00:00,jaap,Appartement,False
Loenermark 0 Ong,amsterdam,79.0,1025.00,2018-12-31 21:24:42.039560+00:00,jaap,Appartement,False
Nicolaas Anslijnstraat 0 Ong,amsterdam,70.0,1090.00,2018-12-31 21:23:35.927333+00:00,jaap,Appartement,False
Amperestraat,utrecht,45.0,890.00,2019-02-07 16:14:46.912149+00:00,huurstunt,Appartement,False
Molenwerf 6 D 8,amsterdam,75.0,1230.00,2018-12-31 21:31:02.335096+00:00,jaap,Woning,False
Louis Apolstraat 31,amsterdam,96.0,1072.00,2018-12-31 21:30:41.043302+00:00,jaap,Eengezinswoning,False
Frieslandstraat 0 Ong,amsterdam,72.0,990.00,2018-12-31 21:27:02.603842+00:00,jaap,Bovenwoning,False
Julius Pergerstraat 0 Ong,amsterdam,81.0,1235.00,2018-12-31 21:25:09.564803+00:00,jaap,Appartement,False
Ina Boudier-Bakkerlaan,utrecht,30.0,850.00,2019-02-07 16:14:25.275934+00:00,huurstunt,Appartement,False
Kloveniersburgwal,amsterdam,30.0,1200.00,2019-01-01 22:43:31.902338+00:00,parius,Vloerbedekking: Laminaat,False
Buiksloterdijk,amsterdam,18.0,750.00,2019-02-23 17:57:07.094841+00:00,kamernet,Studio,True
Amsterdamsestraatweg,utrecht,45.0,1050.00,2019-02-07 16:14:32.777295+00:00,huurstunt,Appartement,False
Joseph Haydnlaan,utrecht,65.0,1200.00,2019-02-04 16:04:20.415782+00:00,huurwoningen,Appartement (Portiekflat),False
Azielaan 0 Ong,utrecht,55.0,710.00,2018-12-31 21:47:02.880242+00:00,jaap,Bovenwoning,False
Heemstedelaan 0 Ong,utrecht,65.0,1050.00,2018-12-31 21:48:06.642303+00:00,jaap,Bovenwoning,False
Normandie 0 Ong,utrecht,100.0,1020.00,2018-12-31 21:47:52.488502+00:00,jaap,Bovenwoning,False
Hijmans van den Berghlaan 0 Ong,utrecht,45.0,980.00,2018-12-31 21:47:29.190760+00:00,jaap,Bovenwoning,False
Lessinglaan 0 Ong,utrecht,70.0,1075.00,2018-12-31 21:47:17.037273+00:00,jaap,Bovenwoning,False
Jungfrau 0 Ong,utrecht,58.0,710.00,2018-12-31 21:46:48.689413+00:00,jaap,Benedenwoning,False
Looplantsoen 0 Ong,utrecht,70.0,1050.00,2018-12-31 21:46:38.973774+00:00,jaap,Bovenwoning,False
Rubenslaan 0 Ong,utrecht,71.0,1155.00,2018-12-31 21:46:26.790561+00:00,jaap,Appartement,False
Abel Tasmanstraat,utrecht,30.0,800.00,2019-02-04 16:04:30.858908+00:00,huurwoningen,Appartement (Galerijflat),False
Zijhuizen,haarlem,45.0,1095.00,2019-01-01 22:47:44.906262+00:00,parius,"Prijs inclusief: Gas, Water, Electra",False
Dillenburgstraat,utrecht,40.0,1150.00,2019-02-22 16:02:36.985042+00:00,huurwoningen,Appartement (Bovenwoning),True
Willem Barentszstraat,utrecht,30.0,675.00,2018-12-31 21:48:36.343350+00:00,jaap,Bovenwoning,False
Obbinklaan 0 Ong,utrecht,80.0,1080.00,2018-12-31 21:48:48.493782+00:00,jaap,Bovenwoning,False
Van Vollenhovenlaan 0 Ong,utrecht,65.0,710.00,2018-12-31 21:48:21.977324+00:00,jaap,Bovenwoning,False
Ridderstraat,haarlem,32.0,1025.00,2019-01-01 22:52:40.834658+00:00,parius,Balkon,False
Vismarkt,utrecht,30.0,825.00,2019-01-15 19:02:41.866356+00:00,huurwoningen,Appartement (Galerijflat),False
Nachtegaalstraat,utrecht,62.0,1125.00,2019-02-04 16:04:58.233767+00:00,huurwoningen,Appartement (Portiekflat),False
